date,total_trade_amount,cash_trade_amount,cash_ratio,cash_model_percent,cash_vs_model_diff,total_securities,num_sleeves
2025-10-04,379207.56,34905.26,0.092,12.14,-2.94,51,8
2025-10-05,151602.14,12593.96,0.0831,19.46,-11.15,54,6
2025-10-06,227359.03,25369.27,0.1116,34.14,-22.98,33,6
2025-10-07,153490.67,34259.6,0.2232,32.48,-10.16,23,5
2025-10-08,126547.19,8832.17,0.0698,17.93,-10.95,5,8
2025-10-09,31125.64,2820.51,0.0906,26.16,-17.1,59,5
2025-10-10,190634.41,36007.7,0.1889,11.5,7.39,41,6
2025-10-11,234039.09,59941.8,0.2561,17.78,7.83,23,5
2025-10-12,389062.67,147453.8,0.379,17.14,20.76,26,8
2025-10-13,97175.25,20734.89,0.2134,25.7,-4.36,47,2
2025-10-14,396549.03,94701.71,0.2388,30.05,-6.17,14,6
2025-10-15,206258.15,64715.83,0.3138,13.74,17.64,37,7
2025-10-16,168877.72,18088.16,0.1071,26.61,-15.9,23,6
2025-10-17,299799.75,118630.15,0.3957,30.02,9.55,35,1
2025-10-18,153438.77,17697.3,0.1153,33.69,-22.16,20,2
2025-10-19,81990.61,24335.9,0.2968,24.1,5.58,20,4
2025-10-20,417309.77,133691.88,0.3204,24.82,7.22,8,2
2025-10-21,416601.84,75869.08,0.1821,27.26,-9.05,7,8
2025-10-22,170264.87,53984.15,0.3171,27.01,4.7,38,9
2025-10-23,223496.71,36779.18,0.1646,26.61,-10.15,26,5
2025-10-24,376023.89,92962.92,0.2472,19.17,5.55,56,2
2025-10-25,48245.5,8980.25,0.1861,9.3,9.31,17,7
2025-10-26,102938.96,16449.69,0.1598,17.58,-1.6,27,4
2025-10-27,239832.88,76107.66,0.3173,17.81,13.92,9,4
2025-10-28,284882.9,27623.97,0.097,30.52,-20.82,51,2
2025-10-29,13714.03,1976.57,0.1441,8.52,5.89,16,5
2025-10-30,368530.52,124463.09,0.3377,23.31,10.46,56,5
2025-10-31,180477.5,36569.57,0.2026,21.72,-1.46,40,4
2025-11-01,339611.5,61723.46,0.1817,25.72,-7.55,12,2
2025-11-02,472110.9,89439.36,0.1894,26.09,-7.15,28,6
2025-11-03,271814.21,15970.37,0.0588,7.03,-1.15,20,8
2025-11-04,383103.68,71413.19,0.1864,11.52,7.12,10,9
2025-11-05,285795.37,65749.32,0.2301,15.83,7.18,55,2
2025-11-06,314756.25,90500.52,0.2875,16.57,12.18,45,5
2025-11-07,243795.58,57923.78,0.2376,8.82,14.94,11,7
2025-11-08,87118.56,26047.35,0.299,13.03,16.87,46,3
2025-11-09,121206.74,11240.04,0.0927,17.6,-8.33,7,8
2025-11-10,450130.38,138266.0,0.3072,15.19,15.53,38,2
2025-11-11,14975.24,4417.33,0.295,34.18,-4.68,57,4
2025-11-12,66527.29,22927.27,0.3446,23.2,11.26,43,1
2025-11-13,333034.42,24363.76,0.0732,5.82,1.5,33,7
2025-11-14,16519.13,5008.47,0.3032,12.72,17.6,10,5
2025-11-15,246097.47,74669.88,0.3034,33.29,-2.95,18,9
2025-11-16,158421.82,25477.99,0.1608,11.31,4.77,35,1
2025-11-17,437362.04,76737.32,0.1755,24.84,-7.29,57,7
2025-11-18,489281.99,106418.94,0.2175,9.27,12.48,7,3
2025-05-23,50982.92,13204.18,0.259,14.18,11.72,26,2
2025-05-24,341690.93,91342.77,0.2673,13.45,13.28,59,6
2025-05-25,380488.51,94752.19,0.249,33.2,-8.3,55,3
2025-05-26,115830.03,24331.21,0.2101,14.29,6.72,14,4
2025-05-27,392239.34,33926.43,0.0865,31.58,-22.93,25,7
2025-05-28,234783.2,37571.6,0.16,33.04,-17.04,55,7
2025-05-29,239748.53,63598.7,0.2653,24.12,2.41,47,2
2025-05-30,106817.89,8862.26,0.083,32.75,-24.45,10,6
2025-05-31,465169.84,108852.87,0.234,29.51,-6.11,14,1
2025-06-01,446794.7,127088.23,0.2844,13.71,14.73,30,3
2025-06-02,250238.62,57622.79,0.2303,33.45,-10.42,11,9
2025-06-03,446639.09,46651.3,0.1044,26.25,-15.81,26,9
2025-06-04,53450.48,6038.42,0.113,15.57,-4.27,58,2
2025-06-05,210631.35,72750.37,0.3454,31.59,2.95,12,2
2025-06-06,468899.38,88667.91,0.1891,29.95,-11.04,22,2
2025-06-07,400697.72,78508.64,0.1959,26.91,-7.32,41,1
2025-06-08,125083.65,40814.37,0.3263,14.36,18.27,57,4
2025-06-09,495358.43,111413.96,0.2249,8.31,14.18,53,7
2025-06-10,397027.99,67115.05,0.169,9.24,7.66,28,2
2025-06-11,121624.7,29821.9,0.2452,13.99,10.53,7,6
2025-06-12,52989.87,8575.72,0.1618,7.13,9.05,57,3
2025-06-13,471092.45,72690.53,0.1543,14.19,1.24,10,3
2025-06-14,15049.15,5624.1,0.3737,8.96,28.41,59,6
2025-06-15,141333.86,41294.44,0.2922,23.3,5.92,29,5
2025-06-16,32410.0,1818.91,0.0561,12.94,-7.33,25,5
2025-06-17,220517.81,49138.49,0.2228,21.11,1.17,30,4
2025-06-18,236141.69,83379.37,0.3531,31.35,3.96,55,1
2025-06-19,162548.8,55954.34,0.3442,28.01,6.41,17,4
2025-06-20,417431.02,128934.31,0.3089,33.9,-3.01,51,5
2025-06-21,394723.07,130543.73,0.3307,16.84,16.23,12,1
2025-06-22,105837.09,38443.1,0.3632,21.69,14.63,15,5
2025-06-23,423142.78,43147.11,0.102,5.26,4.94,47,1
2025-06-24,442691.81,92479.0,0.2089,21.49,-0.6,58,6
2025-06-25,366762.52,60322.22,0.1645,26.54,-10.09,59,5
2025-06-26,25135.95,1477.19,0.0588,12.23,-6.35,39,5
2025-06-27,113494.75,17046.43,0.1502,30.2,-15.18,14,4
2025-06-28,71966.77,21723.3,0.3019,24.21,5.98,35,6
2025-06-29,434731.46,107633.36,0.2476,30.71,-5.95,53,8
2025-06-30,494698.68,69756.28,0.141,24.62,-10.52,42,2
2025-07-01,34654.85,9378.49,0.2706,30.99,-3.93,50,1
2025-07-02,362452.71,94088.16,0.2596,24.6,1.36,14,8
2025-07-03,458127.06,64292.66,0.1403,29.71,-15.68,31,8
2025-07-04,111114.91,37017.52,0.3331,10.75,22.56,25,8
2025-07-05,10291.42,3663.56,0.356,14.52,21.08,44,4
2025-07-06,159358.46,53637.17,0.3366,17.67,15.99,20,9
2025-07-07,96143.01,6827.57,0.071,22.38,-15.28,58,7
2025-07-08,324504.39,107715.89,0.3319,16.13,17.06,10,2
2025-07-09,38574.82,3930.59,0.1019,20.37,-10.18,30,8
2025-07-10,80003.76,22712.21,0.2839,16.63,11.76,9,5
2025-07-11,101902.47,37050.45,0.3636,28.86,7.5,45,2
2025-07-12,64146.09,20345.14,0.3172,17.23,14.49,30,7
2025-07-13,221883.74,68762.33,0.3099,24.91,6.08,35,5
2025-07-14,300050.18,46874.74,0.1562,13.87,1.75,34,8
2025-07-15,484789.99,36179.64,0.0746,14.95,-7.49,30,6
2025-07-16,116521.36,45432.73,0.3899,26.91,12.08,38,2
2025-07-17,177911.83,62911.36,0.3536,13.33,22.03,13,9
2025-07-18,258251.98,32193.33,0.1247,34.82,-22.35,34,4
2025-07-19,441911.41,44919.4,0.1016,16.89,-6.73,12,3
2025-07-20,161492.12,35032.99,0.2169,9.73,11.96,18,2
2025-07-21,184838.79,16894.35,0.0914,26.31,-17.17,7,6
2025-07-22,51590.51,7187.96,0.1393,7.77,6.16,39,5
2025-07-23,392253.41,36257.2,0.0924,9.31,-0.07,34,8
2025-07-24,77590.36,24238.49,0.3124,15.15,16.09,25,9
2025-07-25,458518.11,151554.51,0.3305,17.54,15.51,13,9
2025-07-26,321613.14,66204.39,0.2059,12.29,8.3,39,9
2025-07-27,406544.82,145403.98,0.3577,11.88,23.89,11,3
2025-07-28,106999.74,7134.85,0.0667,21.13,-14.46,52,5
2025-07-29,450294.28,153043.55,0.3399,27.75,6.24,29,7
2025-07-30,55746.47,21098.69,0.3785,30.24,7.61,27,3
2025-07-31,338600.34,33022.48,0.0975,6.29,3.46,13,5
2025-08-01,243150.44,27734.53,0.1141,28.27,-16.86,39,9
2025-08-02,376110.54,53245.02,0.1416,15.42,-1.26,6,5
2025-08-03,320251.93,38648.91,0.1207,23.79,-11.72,15,5
2025-08-04,337407.12,71220.15,0.2111,21.3,-0.19,17,6
2025-08-05,157346.52,48982.58,0.3113,29.09,2.04,49,4
2025-08-06,94964.26,23697.88,0.2495,6.54,18.41,34,8
2025-08-07,53762.28,11252.9,0.2093,7.77,13.16,54,5
2025-08-08,329165.84,54439.56,0.1654,11.92,4.62,57,3
2025-08-09,221223.48,86565.04,0.3913,32.77,6.36,51,1
2025-08-10,65275.67,25003.14,0.383,21.89,16.41,16,2
2025-08-11,415398.76,55558.08,0.1337,25.73,-12.36,17,1
2025-08-12,425596.7,36066.74,0.0847,25.14,-16.67,40,9
2025-08-13,188162.86,9624.63,0.0512,28.12,-23.0,27,1
2025-08-14,373016.77,57581.68,0.1544,26.26,-10.82,50,6
2025-08-15,143735.84,56029.75,0.3898,20.78,18.2,12,6
2025-08-16,455818.17,119113.8,0.2613,24.34,1.79,42,7
2025-08-17,68493.0,11079.37,0.1618,27.64,-11.46,43,2
2025-08-18,186159.55,11778.26,0.0633,10.13,-3.8,26,6
2025-08-19,315925.98,78848.34,0.2496,13.34,11.62,30,1
2025-08-20,472231.51,132738.38,0.2811,17.31,10.8,43,3
2025-08-21,289700.88,109665.93,0.3785,29.09,8.76,9,2
2025-08-22,86914.47,32697.28,0.3762,26.75,10.87,38,5
2025-08-23,495609.53,61660.8,0.1244,27.85,-15.41,15,4
2025-08-24,176573.07,38129.81,0.2159,31.04,-9.45,20,4
2025-08-25,83874.3,21563.98,0.2571,15.29,10.42,16,1
2025-08-26,351441.17,39263.25,0.1117,11.59,-0.42,38,9
2025-08-27,448362.93,98116.72,0.2188,33.57,-11.69,29,4
2025-08-28,112098.71,7145.91,0.0637,26.54,-20.17,55,4
2025-08-29,377577.47,51085.71,0.1353,14.07,-0.54,33,8
2025-08-30,362571.57,122014.01,0.3365,19.42,14.23,5,3
2025-08-31,483444.66,77966.3,0.1613,27.14,-11.01,29,8
2025-09-01,324135.29,89115.14,0.2749,25.61,1.88,33,5
2025-09-02,83973.71,18943.87,0.2256,18.91,3.65,15,5
2025-09-03,280460.4,21338.47,0.0761,24.89,-17.28,30,4
2025-09-04,134680.71,45265.32,0.3361,33.06,0.55,58,7
2025-09-05,150515.57,17498.7,0.1163,31.35,-19.72,46,3
2025-09-06,359780.31,30902.06,0.0859,32.7,-24.11,34,8
2025-09-07,361667.69,71699.51,0.1982,29.07,-9.25,48,7
2025-09-08,499439.59,79387.1,0.159,23.94,-8.04,49,2
2025-09-09,263825.44,59081.87,0.2239,9.96,12.43,46,4
2025-09-10,314181.64,39277.34,0.125,20.25,-7.75,9,6
2025-09-11,354926.22,69831.1,0.1967,7.07,12.6,6,9
2025-09-12,321921.69,78280.41,0.2432,23.28,1.04,44,3
2025-09-13,31450.96,6557.12,0.2085,32.57,-11.72,33,9
2025-09-14,298398.4,89545.45,0.3001,17.77,12.24,16,3
2025-09-15,117088.76,28877.68,0.2466,25.33,-0.67,47,4
2025-09-16,157836.16,29382.43,0.1862,22.62,-4.0,34,1
2025-09-17,486051.65,167712.24,0.3451,15.99,18.52,35,7
2025-09-18,325065.06,62762.21,0.1931,31.43,-12.12,31,2
2025-09-19,28511.76,4399.95,0.1543,27.31,-11.88,42,5
2025-09-20,332431.18,107840.31,0.3244,17.7,14.74,29,8
2025-09-21,154055.1,34178.2,0.2219,26.29,-4.1,45,3
2025-09-22,125862.92,24848.33,0.1974,29.18,-9.44,17,9
2025-09-23,351951.3,84061.15,0.2388,30.46,-6.58,50,3
2025-09-24,405502.82,88419.89,0.2181,33.81,-12.0,16,9
2025-09-25,369478.87,65174.67,0.1764,22.61,-4.97,31,8
2025-09-26,339396.39,42004.26,0.1238,22.66,-10.28,17,1
2025-09-27,310952.73,42318.11,0.1361,6.14,7.47,36,9
2025-09-28,440549.06,49626.84,0.1126,20.82,-9.56,27,6
2025-09-29,452539.38,28891.98,0.0638,17.64,-11.26,10,7
2025-09-30,19335.53,1310.85,0.0678,10.55,-3.77,14,8
2025-10-01,335052.87,34289.6,0.1023,32.19,-21.96,59,6
2025-10-02,77929.52,10041.62,0.1289,22.6,-9.71,19,1
2025-10-03,324071.58,85956.14,0.2652,20.93,5.59,37,3
2025-10-04,307916.06,93371.71,0.3032,20.7,9.62,24,7
2025-10-05,87118.23,13132.13,0.1507,26.12,-11.05,13,6
2025-10-06,267838.01,97837.89,0.3653,28.95,7.58,19,1
2025-10-07,283587.02,39150.61,0.1381,24.52,-10.71,24,5
2025-10-08,152333.76,55630.83,0.3652,17.88,18.64,7,6
2025-10-09,335539.81,111577.03,0.3325,26.49,6.76,48,9
2025-10-10,466084.0,72863.4,0.1563,16.56,-0.93,36,8
2025-10-11,350413.7,114584.7,0.327,26.16,6.54,9,3
2025-10-12,176684.92,27340.56,0.1547,14.32,1.15,19,3
2025-10-13,217156.87,32693.63,0.1506,24.31,-9.25,41,3
2025-10-14,282856.94,79548.31,0.2812,11.47,16.65,18,3
2025-10-15,182252.71,21711.32,0.1191,13.74,-1.83,40,2
2025-10-16,254220.01,77300.26,0.3041,26.32,4.09,49,3
2025-10-17,150780.55,26925.62,0.1786,13.36,4.5,55,8
2025-10-18,50517.11,6646.5,0.1316,9.54,3.62,21,3
2025-10-19,308580.42,105255.06,0.3411,11.53,22.58,54,3
2025-10-20,201898.06,34267.66,0.1697,8.46,8.51,14,7
2025-10-21,385058.16,48972.52,0.1272,15.82,-3.1,48,2
2025-10-22,90801.38,8168.12,0.09,8.83,0.17,58,7
2025-10-23,193255.27,74301.73,0.3845,33.63,4.82,55,3
2025-10-24,107527.84,8468.29,0.0788,28.84,-20.96,17,4
2025-10-25,234235.5,86904.17,0.371,14.66,22.44,12,8
2025-10-26,323319.12,89731.57,0.2775,7.73,20.02,56,1
2025-10-27,316457.0,31962.75,0.101,14.18,-4.08,53,8
2025-10-28,263379.96,29510.25,0.112,33.8,-22.6,57,1
2025-10-29,36595.46,8762.95,0.2395,24.94,-0.99,48,1
2025-10-30,286758.16,93032.13,0.3244,21.75,10.69,22,5
2025-10-31,165455.02,25596.8,0.1547,13.37,2.1,55,6
2025-11-01,195042.1,76068.75,0.39,9.35,29.65,43,3
2025-11-02,291549.28,83421.06,0.2861,16.14,12.47,41,4
2025-11-03,338886.17,67175.48,0.1982,13.32,6.5,35,7
2025-11-04,116074.41,34231.57,0.2949,21.09,8.4,39,1
2025-11-05,72058.45,15359.2,0.2131,32.54,-11.23,49,3
2025-11-06,260908.55,53000.44,0.2031,19.78,0.53,5,9
2025-11-07,305036.64,41950.52,0.1375,33.37,-19.62,28,4
2025-11-08,290043.16,105707.19,0.3645,9.16,27.29,5,2
2025-11-09,302388.99,111086.68,0.3674,33.46,3.28,40,8
2025-11-10,207318.92,80629.45,0.3889,26.97,11.92,5,1
2025-11-11,389343.91,110592.45,0.284,17.04,11.36,35,4
2025-11-12,115825.57,13929.99,0.1203,33.94,-21.91,21,2
2025-11-13,478344.56,86901.83,0.1817,26.78,-8.61,26,7
2025-11-14,401492.18,25406.58,0.0633,26.41,-20.08,43,1
2025-11-15,363046.79,124870.63,0.344,33.92,0.48,54,3
2025-11-16,264180.41,45371.82,0.1717,13.4,3.77,14,9
2025-11-17,223019.4,49671.86,0.2227,13.15,9.12,44,7
2025-11-18,347461.07,30243.52,0.087,7.11,1.59,54,9
2025-05-23,340300.63,38928.68,0.1144,6.97,4.47,31,8
2025-05-24,92091.08,28276.79,0.3071,28.78,1.93,47,4
2025-05-25,316078.19,111151.23,0.3517,6.31,28.86,34,9
2025-05-26,34779.53,9096.27,0.2615,30.24,-4.09,39,3
2025-05-27,292655.51,20133.57,0.0688,28.5,-21.62,36,8
2025-05-28,341154.35,91926.0,0.2695,13.39,13.56,14,5
2025-05-29,252349.5,30937.98,0.1226,26.49,-14.23,23,8
2025-05-30,254245.97,18317.25,0.072,29.72,-22.52,26,2
2025-05-31,116965.38,26473.45,0.2263,17.9,4.73,37,1
2025-06-01,114594.56,37767.05,0.3296,34.03,-1.07,10,5
2025-06-02,323047.04,65775.91,0.2036,32.5,-12.14,56,6
2025-06-03,224375.08,62078.57,0.2767,32.52,-4.85,16,9
2025-06-04,393291.08,21217.82,0.0539,29.58,-24.19,15,1
2025-06-05,492961.67,50003.37,0.1014,18.77,-8.63,56,1
2025-06-06,128825.53,39034.88,0.303,30.69,-0.39,14,9
2025-06-07,380843.91,80514.5,0.2114,11.38,9.76,50,1
2025-06-08,53542.03,14642.31,0.2735,31.77,-4.42,20,6
2025-06-09,347644.03,80132.58,0.2305,18.26,4.79,49,9
2025-06-10,488668.6,137969.05,0.2823,29.62,-1.39,29,7
2025-06-11,117567.64,39003.92,0.3318,9.01,24.17,58,6
2025-06-12,468402.72,121072.6,0.2585,15.39,10.46,34,2
2025-06-13,92232.9,16270.01,0.1764,23.03,-5.39,29,9
2025-06-14,231140.1,81681.65,0.3534,31.19,4.15,42,7
2025-06-15,101118.09,7763.19,0.0768,18.33,-10.65,45,8
2025-06-16,212446.33,17148.92,0.0807,28.46,-20.39,43,4
2025-06-17,27759.09,10978.14,0.3955,6.76,32.79,5,6
2025-06-18,102236.34,13137.19,0.1285,24.44,-11.59,9,1
2025-06-19,478647.28,134609.29,0.2812,6.61,21.51,26,4
2025-06-20,58896.33,19462.14,0.3304,21.09,11.95,40,1
2025-06-21,188221.64,42992.98,0.2284,33.8,-10.96,23,3
2025-06-22,21818.27,2353.11,0.1079,30.7,-19.91,26,3
2025-06-23,72827.21,14305.16,0.1964,25.2,-5.56,50,7
2025-06-24,184845.19,44763.8,0.2422,9.54,14.68,57,7
2025-06-25,108022.19,16272.41,0.1506,27.52,-12.46,8,1
2025-06-26,12119.66,2880.7,0.2377,16.27,7.5,59,7
2025-06-27,255446.27,27981.78,0.1095,11.61,-0.66,45,9
2025-06-28,176057.57,33431.33,0.1899,31.36,-12.37,55,6
2025-06-29,291127.97,14908.4,0.0512,10.37,-5.25,40,8
2025-06-30,152402.18,45280.99,0.2971,22.39,7.32,41,1
2025-07-01,163801.62,62717.78,0.3829,9.2,29.09,42,5
2025-07-02,288423.52,114854.31,0.3982,14.96,24.86,20,2
2025-07-03,246218.86,87380.42,0.3549,27.38,8.11,15,3
2025-07-04,360543.11,98565.77,0.2734,30.3,-2.96,42,5
2025-07-05,262643.58,35496.86,0.1352,30.58,-17.06,29,8
2025-07-06,121795.73,16278.3,0.1337,16.01,-2.64,10,4
2025-07-07,330707.2,67077.75,0.2028,24.56,-4.28,40,9
2025-07-08,417486.55,36051.64,0.0864,28.77,-20.13,23,6
2025-07-09,16701.29,5245.53,0.3141,9.08,22.33,20,6
2025-07-10,288250.76,103504.16,0.3591,25.85,10.06,39,1
2025-07-11,322076.88,122994.7,0.3819,30.26,7.93,9,3
2025-07-12,368151.39,144140.83,0.3915,10.16,28.99,42,2
2025-07-13,42608.25,8907.87,0.2091,31.25,-10.34,52,7
2025-07-14,264073.45,91096.84,0.345,14.35,20.15,28,3
2025-07-15,326885.76,22661.3,0.0693,24.62,-17.69,54,8
2025-07-16,84000.3,31458.65,0.3745,34.32,3.13,56,5
2025-07-17,281850.95,97096.48,0.3445,6.22,28.23,18,6
2025-07-18,130311.38,17993.69,0.1381,21.3,-7.49,49,4
2025-07-19,58608.6,11641.29,0.1986,23.62,-3.76,24,7
2025-07-20,411306.09,100128.54,0.2434,22.76,1.58,41,5
2025-07-21,258346.07,67547.27,0.2615,5.77,20.38,54,2
2025-07-22,177141.02,28488.1,0.1608,24.29,-8.21,33,3
2025-07-23,105815.17,28914.13,0.2733,33.6,-6.27,50,9
2025-07-24,277243.48,65028.86,0.2346,33.93,-10.47,58,9
2025-07-25,256393.88,74732.49,0.2915,21.73,7.42,34,9
2025-07-26,307696.88,36362.1,0.1182,22.38,-10.56,35,2
2025-07-27,298344.36,101153.06,0.339,34.52,-0.62,59,1
2025-07-28,448974.53,33165.35,0.0739,34.65,-27.26,17,4
2025-07-29,488880.56,172529.65,0.3529,24.22,11.07,45,2
2025-07-30,22570.3,5735.64,0.2541,19.18,6.23,52,3
2025-07-31,270022.25,84024.42,0.3112,33.87,-2.75,18,6
2025-08-01,262637.59,95223.18,0.3626,31.66,4.6,10,7
2025-08-02,315650.11,87880.45,0.2784,28.89,-1.05,17,8
2025-08-03,184262.9,43742.11,0.2374,28.84,-5.1,26,7
2025-08-04,158115.71,21148.65,0.1338,10.51,2.87,36,5
2025-08-05,234825.54,54001.56,0.23,10.04,12.96,29,7
2025-08-06,89878.33,27469.32,0.3056,7.71,22.85,48,9
2025-08-07,363129.34,134787.31,0.3712,12.56,24.56,18,5
2025-08-08,403892.12,144995.24,0.359,9.06,26.84,28,1
2025-08-09,278264.76,24630.71,0.0885,19.54,-10.69,49,8
2025-08-10,301890.13,54643.43,0.181,33.52,-15.42,44,1
2025-08-11,301253.44,32852.99,0.1091,23.98,-13.07,9,6
2025-08-12,429571.12,23891.36,0.0556,28.18,-22.62,38,7
2025-08-13,72767.42,20872.07,0.2868,16.57,12.11,6,2
2025-08-14,326695.3,108805.15,0.333,27.09,6.21,23,9
2025-08-15,139320.58,21468.71,0.1541,32.74,-17.33,33,5
2025-08-16,242290.66,16877.93,0.0697,28.31,-21.34,44,6
2025-08-17,301123.95,109955.92,0.3652,21.9,14.62,31,1
2025-08-18,283981.81,38784.42,0.1366,31.35,-17.69,29,2
2025-08-19,191066.6,41760.25,0.2186,27.99,-6.13,25,7
2025-08-20,264695.29,33042.06,0.1248,20.26,-7.78,39,1
2025-08-21,342274.5,117397.78,0.343,6.26,28.04,38,8
2025-08-22,370038.35,41667.39,0.1126,14.7,-3.44,57,1
2025-08-23,260474.83,54294.69,0.2084,13.73,7.11,8,9
2025-08-24,73919.09,8477.41,0.1147,27.81,-16.34,15,8
2025-08-25,159146.64,49082.29,0.3084,29.19,1.65,10,7
2025-08-26,235169.17,34198.64,0.1454,16.71,-2.17,18,4
2025-08-27,42830.49,11706.78,0.2733,33.87,-6.54,21,3
2025-08-28,489920.36,190016.42,0.3879,15.61,23.18,23,1
2025-08-29,408824.29,87616.38,0.2143,14.65,6.78,57,4
2025-08-30,175269.51,39577.32,0.2258,16.17,6.41,12,6
2025-08-31,310639.03,59008.92,0.19,17.21,1.79,34,7
2025-09-01,263914.45,38683.02,0.1466,14.13,0.53,49,3
2025-09-02,328004.0,56201.08,0.1713,17.08,0.05,37,1
2025-09-03,331115.14,80338.92,0.2426,9.05,15.21,57,9
2025-09-04,49764.45,4895.21,0.0984,12.83,-2.99,38,3
2025-09-05,287712.2,65642.38,0.2282,17.95,4.87,13,3
2025-09-06,284430.81,19043.55,0.067,22.05,-15.35,46,5
2025-09-07,48552.15,10263.07,0.2114,8.25,12.89,38,2
2025-09-08,451582.77,106634.18,0.2361,25.15,-1.54,6,8
2025-09-09,145960.82,43180.98,0.2958,31.94,-2.36,43,6
2025-09-10,455681.96,158611.31,0.3481,30.81,4.0,44,2
2025-09-11,203407.84,78830.57,0.3875,17.79,20.96,29,8
2025-09-12,40569.5,13601.15,0.3353,17.67,15.86,13,2
2025-09-13,224948.27,76627.86,0.3406,25.82,8.24,36,1
2025-09-14,316279.16,104378.85,0.33,24.54,8.46,37,1
2025-09-15,108486.32,29095.63,0.2682,11.49,15.33,25,4
2025-09-16,436509.05,99575.88,0.2281,14.78,8.03,56,7
2025-09-17,464212.88,110435.6,0.2379,21.53,2.26,32,4
2025-09-18,55459.8,8909.03,0.1606,10.65,5.41,15,5
2025-09-19,451182.28,116761.71,0.2588,25.46,0.42,40,6
2025-09-20,393720.56,89718.3,0.2279,27.27,-4.48,33,4
2025-09-21,144328.72,16408.5,0.1137,31.59,-20.22,35,2
2025-09-22,119132.3,20074.75,0.1685,26.57,-9.72,31,8
2025-09-23,488803.92,74460.42,0.1523,12.1,3.13,55,4
2025-09-24,289368.09,78047.6,0.2697,8.97,18.0,43,7
2025-09-25,102936.9,32408.1,0.3148,16.43,15.05,10,2
2025-09-26,272493.77,82950.3,0.3044,14.78,15.66,59,1
2025-09-27,408813.86,53995.99,0.1321,27.15,-13.94,56,9
2025-09-28,441221.52,65388.32,0.1482,18.4,-3.58,54,8
2025-09-29,235000.48,20725.73,0.0882,31.47,-22.65,45,1
2025-09-30,143944.4,46425.22,0.3225,6.12,26.13,53,4
2025-10-01,237753.64,35007.22,0.1472,25.38,-10.66,14,2
2025-10-02,265537.2,78408.1,0.2953,30.04,-0.51,30,3
2025-10-03,303736.66,92810.9,0.3056,8.75,21.81,24,1
2025-10-04,236994.34,12514.68,0.0528,27.2,-21.92,57,4
2025-10-05,97164.94,5543.99,0.0571,34.87,-29.16,38,2
2025-10-06,426858.92,152051.96,0.3562,14.47,21.15,22,5
2025-10-07,408176.09,57167.68,0.1401,20.42,-6.41,13,8
2025-10-08,346809.95,51348.33,0.1481,9.99,4.82,39,6
2025-10-09,286712.96,84507.73,0.2947,19.55,9.92,56,8
2025-10-10,271836.49,96141.27,0.3537,31.74,3.63,31,3
2025-10-11,296769.65,21973.98,0.074,24.6,-17.2,45,4
2025-10-12,126605.75,6468.0,0.0511,12.94,-7.83,35,3
2025-10-13,72592.96,17190.12,0.2368,29.33,-5.65,10,4
2025-10-14,140449.0,52744.43,0.3755,20.33,17.22,22,2
2025-10-15,117702.42,36679.32,0.3116,18.73,12.43,45,8
2025-10-16,198583.69,60490.91,0.3046,23.85,6.61,42,5
2025-10-17,451289.03,39150.79,0.0868,20.76,-12.08,47,6
2025-10-18,360343.89,64103.45,0.1779,19.29,-1.5,18,5
2025-10-19,298591.99,83682.86,0.2803,23.92,4.11,15,1
2025-10-20,387613.07,47450.08,0.1224,9.95,2.29,22,4
2025-10-21,399387.2,23604.22,0.0591,12.73,-6.82,50,7
2025-10-22,374226.51,26009.79,0.0695,10.52,-3.57,39,6
2025-10-23,36119.94,2874.04,0.0796,29.82,-21.86,44,7
2025-10-24,354578.37,26257.98,0.0741,31.67,-24.26,35,9
2025-10-25,296663.03,115278.14,0.3886,5.61,33.25,45,9
2025-10-26,240500.54,16848.99,0.0701,26.18,-19.17,51,3
2025-10-27,16574.16,2743.98,0.1656,10.75,5.81,44,3
2025-10-28,234879.16,26875.98,0.1144,16.63,-5.19,40,4
2025-10-29,48621.74,5488.22,0.1129,31.99,-20.7,8,4
2025-10-30,142648.26,11596.09,0.0813,6.33,1.8,57,9
2025-10-31,69179.71,17664.55,0.2553,10.26,15.27,8,5
2025-11-01,49910.08,11403.02,0.2285,16.83,6.02,9,3
2025-11-02,268892.44,35683.15,0.1327,28.37,-15.1,30,8
2025-11-03,25416.5,3497.84,0.1376,20.43,-6.67,36,7
2025-11-04,499437.17,58932.05,0.118,23.95,-12.15,11,5
2025-11-05,441554.78,35774.39,0.081,19.23,-11.13,54,6
2025-11-06,330750.89,101125.22,0.3057,12.0,18.57,9,2
2025-11-07,382475.7,50225.9,0.1313,13.06,0.07,51,4
2025-11-08,400134.91,73287.82,0.1832,9.71,8.61,36,4
2025-11-09,308636.36,88370.72,0.2863,6.22,22.41,29,4
2025-11-10,151757.85,11206.57,0.0738,33.78,-26.4,59,4
2025-11-11,317719.22,62639.72,0.1972,27.18,-7.46,16,3
2025-11-12,181460.08,11332.7,0.0625,5.19,1.06,24,8
2025-11-13,328899.26,125500.3,0.3816,10.33,27.83,24,6
2025-11-14,172123.83,30739.3,0.1786,17.95,-0.09,47,5
2025-11-15,35905.24,10000.32,0.2785,6.29,21.56,36,7
2025-11-16,210996.9,30245.18,0.1433,8.45,5.88,57,8
2025-11-17,294002.69,77276.4,0.2628,7.12,19.16,59,9
